Google Ad (or other advertising) Transactions,,,,,,,,,
ULearn Limited,,,,,,,,,
For the period 1 January 2017 to 31 December 2024,,,,,,,,,
,,,,,,,,,
Date,Source,Description,Reference,Currency,Debit (Source),Credit (Source),Debit (EUR),Credit (EUR),Running Balance (EUR)
,,,,,,,,,
Google Ad (or other advertising),,,,,,,,,
10 May 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"160,553.32"
15 May 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"161,053.32"
22 May 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"161,553.32"
24 May 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"162,053.32"
29 May 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"162,553.32"
31 May 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59498,EUR,87.28,0.00,87.28,0.00,"162,640.60"
01 Jun 2023,Spend Money,LinkedIn - HR Advertising,,EUR,39.83,0.00,39.83,0.00,"162,680.43"
02 Jun 2023,Spend Money,CARD - Google - POS01JUN GoogleAdword,545,EUR,365.71,0.00,365.71,0.00,"163,046.14"
02 Jun 2023,Spend Money,Indeed - CARD - POS01JUN Indeed Jobs,545,EUR,599.35,0.00,599.35,0.00,"163,645.49"
06 Jun 2023,Spend Money,CARD - Google - GoogleAds,,EUR,500.00,0.00,500.00,0.00,"164,145.49"
12 Jun 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"164,645.49"
14 Jun 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"165,145.49"
19 Jun 2023,Spend Money,CARD - Google - GoogleAds,,EUR,500.00,0.00,500.00,0.00,"165,645.49"
21 Jun 2023,Spend Money,Indeed - CARD - POS20JUN Indeed Jobs,545,EUR,615.00,0.00,615.00,0.00,"166,260.49"
23 Jun 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"166,760.49"
28 Jun 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"167,260.49"
30 Jun 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59500,EUR,87.28,0.00,87.28,0.00,"167,347.77"
03 Jul 2023,Spend Money,CARD - Google - POS01JUL GoogleAdword,545,EUR,383.10,0.00,383.10,0.00,"167,730.87"
03 Jul 2023,Spend Money,Indeed - CARD - POS02JUL Indeed Jobs,545,EUR,557.37,0.00,557.37,0.00,"168,288.24"
05 Jul 2023,Spend Money,Google - CARD - Google Ads,,EUR,500.00,0.00,500.00,0.00,"168,788.24"
10 Jul 2023,Spend Money,Google - CARD - Google Ads,,EUR,500.00,0.00,500.00,0.00,"169,288.24"
13 Jul 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"169,788.24"
17 Jul 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"170,288.24"
20 Jul 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"170,788.24"
25 Jul 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"171,288.24"
31 Jul 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"171,788.24"
31 Jul 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59502,EUR,87.28,0.00,87.28,0.00,"171,875.52"
02 Aug 2023,Spend Money,CARD - Google - POS01AUG GoogleAdword,545,EUR,143.05,0.00,143.05,0.00,"172,018.57"
02 Aug 2023,Spend Money,Indeed - CARD - POS01AUG Indeed Jobs,545,EUR,591.86,0.00,591.86,0.00,"172,610.43"
08 Aug 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"173,110.43"
14 Aug 2023,Spend Money,Google - CARD - Google Ads,,EUR,500.00,0.00,500.00,0.00,"173,610.43"
17 Aug 2023,Spend Money,Google - CARD - Google Ads,,EUR,500.00,0.00,500.00,0.00,"174,110.43"
21 Aug 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"174,610.43"
25 Aug 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"175,110.43"
29 Aug 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"175,610.43"
31 Aug 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59504,EUR,87.28,0.00,87.28,0.00,"175,697.71"
01 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"176,197.71"
04 Sept 2023,Spend Money,CARD - Google - POS01SEP GoogleAdword,545,EUR,119.45,0.00,119.45,0.00,"176,317.16"
04 Sept 2023,Spend Money,Indeed - CARD - POS01SEP Indeed Jobs,545,EUR,541.99,0.00,541.99,0.00,"176,859.15"
04 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"177,359.15"
05 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"177,859.15"
07 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"178,359.15"
11 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"178,859.15"
12 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"179,359.15"
14 Sept 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,500.00,0.00,500.00,0.00,"179,859.15"
19 Sept 2023,Spend Money,CARD - Google - POS18SEP GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"180,859.15"
25 Sept 2023,Spend Money,CARD - Google - POS24SEP GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"181,859.15"
28 Sept 2023,Spend Money,CARD - Google - POS27SEP GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"182,859.15"
30 Sept 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59506,EUR,87.28,0.00,87.28,0.00,"182,946.43"
02 Oct 2023,Spend Money,CARD - Google - POS01OCT GoogleAdword,545,EUR,643.85,0.00,643.85,0.00,"183,590.28"
02 Oct 2023,Spend Money,Indeed - CARD - POS01OCT Indeed Jobs,545,EUR,498.21,0.00,498.21,0.00,"184,088.49"
05 Oct 2023,Spend Money,CARD - Google - POS05OCT GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"185,088.49"
10 Oct 2023,Spend Money,Google - CARD - Google Ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"186,088.49"
16 Oct 2023,Spend Money,CARD - Google - POS14OCT GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"187,088.49"
23 Oct 2023,Spend Money,CARD - Google - POS20OCT GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"188,088.49"
27 Oct 2023,Spend Money,CARD - Google - POS26OCT GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"189,088.49"
31 Oct 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59508,EUR,87.28,0.00,87.28,0.00,"189,175.77"
02 Nov 2023,Spend Money,CARD - Google - POS01NOV GoogleAdword,545,EUR,892.54,0.00,892.54,0.00,"190,068.31"
02 Nov 2023,Spend Money,Indeed - CARD - POS01NOV Indeed Jobs,545,EUR,524.41,0.00,524.41,0.00,"190,592.72"
08 Nov 2023,Spend Money,CARD - Google - POS08NOV GoogleAdword,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"191,592.72"
15 Nov 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"192,592.72"
16 Nov 2023,Spend Money,Facebook - CARD - FB Ads,,EUR,71.70,0.00,71.70,0.00,"192,664.42"
22 Nov 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"193,664.42"
28 Nov 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"194,664.42"
30 Nov 2023,Manual Journal,Monthly journals to spread adjustments across 2023,#59510,EUR,87.28,0.00,87.28,0.00,"194,751.70"
04 Dec 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,411.31,0.00,411.31,0.00,"195,163.01"
04 Dec 2023,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,545,EUR,123.01,0.00,123.01,0.00,"195,286.02"
12 Dec 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"196,286.02"
18 Dec 2023,Spend Money,Facebook - CARD - FB Ads,,EUR,67.21,0.00,67.21,0.00,"196,353.23"
22 Dec 2023,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"197,353.23"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59505,EUR,0.00,87.28,0.00,87.28,"197,265.95"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59507,EUR,0.00,87.28,0.00,87.28,"197,178.67"
31 Dec 2023,Manual Journal,Year-end Journal 2023 - Upwork - CARD - Google Ad Consultants reclassified from Consulting & Accounting (Professional Services),#58890,EUR,"1,047.37",0.00,"1,047.37",0.00,"198,226.04"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59489,EUR,0.00,87.28,0.00,87.28,"198,138.76"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59493,EUR,0.00,87.28,0.00,87.28,"198,051.48"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59499,EUR,0.00,87.28,0.00,87.28,"197,964.20"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59503,EUR,0.00,87.28,0.00,87.28,"197,876.92"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59491,EUR,0.00,87.28,0.00,87.28,"197,789.64"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59495,EUR,0.00,87.28,0.00,87.28,"197,702.36"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59497,EUR,0.00,87.28,0.00,87.28,"197,615.08"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59501,EUR,0.00,87.28,0.00,87.28,"197,527.80"
31 Dec 2023,Manual Journal,Reversal: Monthly journals to spread adjustments across 2023,#59509,EUR,0.00,87.28,0.00,87.28,"197,440.52"
02 Jan 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,970.50,0.00,970.50,0.00,"198,411.02"
08 Jan 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"199,411.02"
15 Jan 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"200,411.02"
22 Jan 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"201,411.02"
29 Jan 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"202,411.02"
02 Feb 2024,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,,EUR,46.09,0.00,46.09,0.00,"202,457.11"
02 Feb 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,714.26,0.00,714.26,0.00,"203,171.37"
12 Feb 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"204,171.37"
19 Feb 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"205,171.37"
04 Mar 2024,Spend Money,Indeed - CARD - Indeed - HR Adverts,,EUR,137.76,0.00,137.76,0.00,"205,309.13"
08 Mar 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,752.51",0.00,"1,752.51",0.00,"207,061.64"
14 Mar 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"208,061.64"
22 Mar 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"209,061.64"
02 Apr 2024,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,,EUR,51.82,0.00,51.82,0.00,"209,113.46"
02 Apr 2024,Spend Money,Google,,EUR,892.15,0.00,892.15,0.00,"210,005.61"
11 Apr 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"211,005.61"
19 Apr 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"212,005.61"
29 Apr 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"213,005.61"
02 May 2024,Spend Money,Google,,EUR,274.44,0.00,274.44,0.00,"213,280.05"
13 May 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"214,280.05"
22 May 2024,Spend Money,Google - CARD - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"215,280.05"
30 May 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"216,280.05"
04 Jun 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,217.18,0.00,217.18,0.00,"216,497.23"
10 Jun 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"217,497.23"
14 Jun 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"218,497.23"
24 Jun 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"219,497.23"
02 Jul 2024,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,,EUR,31.08,0.00,31.08,0.00,"219,528.31"
02 Jul 2024,Spend Money,Google - ads,,EUR,905.36,0.00,905.36,0.00,"220,433.67"
08 Jul 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"221,433.67"
15 Jul 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"222,433.67"
22 Jul 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"223,433.67"
29 Jul 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"224,433.67"
02 Aug 2024,Spend Money,Google - ads,,EUR,452.58,0.00,452.58,0.00,"224,886.25"
02 Aug 2024,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,,EUR,61.17,0.00,61.17,0.00,"224,947.42"
12 Aug 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"225,947.42"
19 Aug 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"226,947.42"
26 Aug 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"227,947.42"
02 Sept 2024,Spend Money,Google - ads,,EUR,"1,080.55",0.00,"1,080.55",0.00,"229,027.97"
09 Sept 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"230,027.97"
17 Sept 2024,Spend Money,Google - ads,,EUR,"1,000.00",0.00,"1,000.00",0.00,"231,027.97"
26 Sept 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"232,027.97"
01 Oct 2024,Spend Money,Google - POS30SEP Google Payme,545,EUR,1.99,0.00,1.99,0.00,"232,029.96"
02 Oct 2024,Spend Money,Google - Google Adwords,545,EUR,593.19,0.00,593.19,0.00,"232,623.15"
02 Oct 2024,Spend Money,Indeed - CARD - POS01OCT Indeed 98258,545,EUR,277.02,0.00,277.02,0.00,"232,900.17"
04 Oct 2024,Spend Money,LinkedIn - POS03OCT LinkedIn JOB,545,EUR,560.18,0.00,560.18,0.00,"233,460.35"
07 Oct 2024,Spend Money,LinkedIn - POS04OCT LinkedIn JOB,545,EUR,21.53,0.00,21.53,0.00,"233,481.88"
11 Oct 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"234,481.88"
18 Oct 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"235,481.88"
29 Oct 2024,Spend Money,CARD - Google - Google Adwords,545,EUR,"1,000.00",0.00,"1,000.00",0.00,"236,481.88"
04 Nov 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,663.05,0.00,663.05,0.00,"237,144.93"
04 Nov 2024,Spend Money,Indeed - CARD - POS01DEC Indeed 86516,,EUR,31.34,0.00,31.34,0.00,"237,176.27"
11 Nov 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"238,176.27"
19 Nov 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"239,176.27"
28 Nov 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"240,176.27"
02 Dec 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,350.61,0.00,350.61,0.00,"240,526.88"
10 Dec 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"241,526.88"
19 Dec 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"242,526.88"
30 Dec 2024,Spend Money,Google - POS25SEP GOOGLE *ADS1,,EUR,"1,000.00",0.00,"1,000.00",0.00,"243,526.88"
Total Google Ad (or other advertising),,,,,"245,045.74","1,518.86","245,045.74","1,518.86","243,526.88"
,,,,,,,,,
Total,,,,,"245,045.74","1,518.86","245,045.74","1,518.86","243,526.88"
